season,player_id,player_name,position,weight,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint
2015,1626186,Corey Hawkins,SG-PG,191.8,28.5,34.0,10.81,3.51
2015,1626178,Rondae Hollis-Jefferson,SF,210.8,32.0,38.0,10.41,3.12
2015,1626158,Richaun Holmes,PF,242.8,32.5,36.0,11.24,3.32
2015,1626182,Jonathan Holmes,PF-SF,242.2,25.5,31.0,10.95,3.51
2015,1626154,R.J. Hunter,SG,185.0,27.5,33.5,10.87,3.26
2015,1626205,Vince Hunter,PF,208.4,33.5,37.5,11.19,3.26
2015,1626177,Dakari Johnson,C,264.6,22.5,25.0,11.76,3.62
2015,1626169,Stanley Johnson,SF,241.8,,,,
2015,1626145,Tyus Jones,PG,184.6,26.5,32.5,11.84,3.32
2015,1626163,Frank Kaminsky,C-PF,231.2,,,,
2015,1626172,Kevon Looney,PF,222.4,,,,
2015,1626168,Trey Lyles,PF,241.2,,,,
2015,1626185,Jarell Martin,PF,238.6,28.5,35.0,11.2,3.27
2015,204456,TJ McConnell,PG,187.8,26.0,31.5,10.95,3.3
2015,1626191,Chris McCullough,PF,199.0,,,,
2015,1626175,Jordan Mickey,PF,238.0,33.0,37.5,11.72,3.28
2015,2006,Larry Nance,PF,226.6,29.0,37.5,10.93,3.25
2015,1626162,Kelly Oubre,SF-SG,202.8,34.5,37.0,11.09,3.32
2015,1626166,Cameron Payne,PG,182.8,29.75,35.5,10.9,3.28
2015,1626189,Terran Petteway,SG,209.2,25.0,31.0,10.91,3.32
2015,1626171,Bobby Portis,PF,246.2,25.0,31.5,11.78,3.56
2015,1626181,Norman Powell,SG,215.4,32.5,40.5,10.69,3.2
2015,1626180,Michael Qualls,SG-SF,201.4,34.0,39.5,11.88,3.18
2015,1626184,Chasson Randle,PG,178.8,33.5,39.5,10.63,3.2
2015,1626179,Terry Rozier,PG-SG,190.2,33.0,38.0,10.84,3.15
2015,1626156,D?Angelo Russell,PG-SG,193.4,,,,
2015,1626208,Keifer Sykes,PG,167.2,34.0,43.0,10.47,3.13
2015,1626194,Marcus Thornton,PG-SG,177.4,34.5,43.0,10.78,3.02
2015,1626160,J.P. Tokoto,SF-SG,195.8,34.5,40.0,10.97,3.27
2015,1626167,Myles Turner,C-PF,238.6,,,,
2015,1626193,Robert Upshaw,C,258.2,,,,
2015,1626173,Rashad Vaughn,SG,198.6,28.0,34.0,11.4,3.21
2015,1626217,Chris Walker,PF,208.0,30.5,37.0,11.25,3.35
2015,1627361,Dez Wells,SG,208.8,31.5,39.0,10.56,3.2
2015,1626210,Alan Williams,PF,261.4,25.5,28.5,12.26,3.5
2015,1626159,Justise Winslow,SF,221.8,,,,
2015,1626174,Christian Wood,PF,216.0,,,,
2015,1626153,Delon Wright,PG,181.4,29.5,31.0,11.16,3.29
2017,1628389,Edrice Adebayo,PF-C,242.6,33.5,38.5,11.94,3.24
2017,1628959,Rawle Alkins,SG-SF,222.6,31.5,40.5,11.99,3.3
2017,1628386,Jarrett Allen,C,233.6,31.5,35.5,11.82,3.21
2017,1628443,Kadeem Allen,PG,192.4,33.0,35.5,11.24,3.15
2017,1628387,Ike Anigbogu,C,252.2,29.5,32.5,12.52,3.44
2017,1628384,OG Anunoby,SF,232.4,,,,
2017,1628503,Jamel Artis,SG-SF,213.2,23.5,31.0,11.62,3.44
2017,1628407,Dwayne Bacon,SG-SF,221.6,30.0,36.5,11.7,3.22
2017,1628431,V.J. Beachem,SG-SF,193.4,30.0,37.0,11.18,3.26
2017,1628395,Jordan Bell,PF,223.6,31.5,38.0,10.63,3.21
2017,1628417,Jaron Blossomgame,SF,218.6,31.0,35.5,11.47,3.17
2017,1628449,Chris Boucher,PF,182.2,,,,
2017,1628396,Tony Bradley,C,248.8,24.5,27.5,11.79,3.44
2017,1628515,Isaiah Briscoe,PG,222.4,28.0,33.5,10.95,3.38
2017,1628415,Dillon Brooks,SG-SF,220.2,31.0,37.5,11.14,3.21
2017,1628418,Thomas Bryant,PF-C,247.8,25.5,33.0,11.42,3.37
2017,1628380,Zach Collins,PF-C,232.2,,,,
2017,1628381,John Collins,PF,225.2,33.0,37.5,11.66,3.27
2017,1628977,Hamidou Diallo,SG-SF,197.4,34.5,44.5,10.88,3.11
2017,1628416,Tyler Dorsey,SG,182.6,30.5,36.0,10.55,3.16
2017,1628422,Damyean Dotson,SG-SF,205.2,31.5,38.0,11.18,3.13
2017,1628408,PJ Dozier,SG,200.6,34.0,39.0,10.84,3.15
2017,1628393,Jawun Evans,PG,185.2,27.5,33.5,11.34,3.21
2017,1628390,Terrance Ferguson,SG-SF,184.4,28.5,38.0,11.16,3.32
2017,1628368,De?Aaron Fox,PG,169.6,,,,
2017,1628365,Markelle Fultz,PG,,,,,
2017,1628385,Harry Giles,PF,232.0,27.0,32.5,11.08,3.34
2017,1628404,Josh Hart,SG-SF,209.2,27.5,35.5,11.15,3.18
2017,1628502,Nigel Hayes,PF,254.2,29.0,33.5,11.81,3.27
2017,1628439,Isaiah Hicks,PF,233.4,31.5,37.0,12.31,3.36
2017,1628411,Wesley Iwundu,SG-SF,193.4,31.5,36.0,11.25,3.36
2017,1628402,Frank Jackson,PG,201.6,34.5,42.0,10.94,3.14
2017,1628992,Justin Jackson (UMD),SF,219.4,26.5,31.5,11.78,3.43
2017,1628382,Justin Jackson (UNC),SF,200.8,29.5,35.5,10.8,3.3
2017,1628514,Peter Jok,SG-SF,202.4,26.5,31.0,11.34,3.41
2017,1628379,Luke Kennard,SG-SF,196.2,,,,
2017,1628398,Kyle Kuzma,SF-SG,222.6,27.0,34.0,10.72,3.25
2017,1628388,TJ Leaf,PF,222.2,29.0,34.5,11.55,3.27
2017,1628399,Tyler Lydon,PF,215.0,29.5,33.5,11.68,3.46
2017,1628412,Frank Mason III,PG,188.8,34.0,41.0,11.41,3.18
2017,1628452,Kennedy Meeks,C,276.6,28.0,30.5,12.91,3.5
2017,1628378,Donovan Mitchell,SG,211.4,36.5,40.5,11.53,3.01
2017,1628420,Monte Morris,PG,175.2,28.0,33.5,11.0,3.19
2017,1628405,Johnathan Motley,PF,238.2,,,,
2017,1629004,Svi Mykhailiuk,SG-SF,219.6,27.0,33.0,12.4,3.53
2017,1628400,Semi Ojeleye,SF-SG,241.4,35.0,40.5,10.58,3.16
2017,1628419,Cameron Oliver,PF,238.6,28.0,39.5,12.17,3.16
2017,1628383,Justin Patton,C,229.0,26.0,30.5,11.8,3.46
2017,1628409,Alec Peters,PF,232.0,,,,
2017,1628397,Ivan Rabb,PF,219.6,28.5,32.5,12.68,3.35
2017,1628432,Davon Reed,SG-SF,206.2,28.5,36.0,11.37,3.34
2017,1628421,Devin Robinson,SF,189.6,35.5,41.5,12.85,3.23
2017,1628424,Kobi Simmons,PG,166.2,30.5,38.5,11.15,3.18
2017,1628410,Edmond Sumner,PG,176.4,,,,
2017,1628403,Caleb Swanigan,PF,245.6,,,,
2017,1628414,Sindarius Thornwell,SG-SF,211.6,27.0,30.5,11.48,3.36
2017,1628453,Melo Trimble,PG,195.2,24.5,32.0,10.75,3.27
2017,1629021,Moritz Wagner,PF,231.2,25.5,32.5,12.0,3.35
2017,1628476,Derrick Walton Jr.,PG,188.6,26.0,32.5,11.28,3.29
2017,1629118,Thomas Welsh,PF-C,254.0,,,,
2017,1628401,Derrick White,PG,189.8,31.0,36.5,10.84,3.08
2017,1628430,Nigel Williams-Goss,PG,190.2,27.5,34.5,10.42,3.19
2017,1628391,D.J. Wilson,PF,234.4,,,,
2017,1962937123,Omer Yurtseven,C,248.4,26.0,31.5,12.85,3.45
2018,1628959,Rawle Alkins,SG,217.4,32.5,40.5,11.5,3.15
2018,1628960,Grayson Allen,SG,198.0,32.5,40.5,10.31,3.15
2018,1628961,Kostas Antetokounmpo,PF,194.8,29.5,35.0,12.48,3.21
2018,1628962,Udoka Azubuike,C,273.8,31.0,31.5,12.97,3.12
2018,1628964,Mohamed Bamba,C,225.6,,,,
2018,1628965,Jaylen Barford,PG-SG,207.6,27.0,33.0,11.39,3.31
2018,1628966,Keita Bates-Diop,SG-SF,223.8,30.5,35.0,11.2,3.17
2018,1628967,Tyus Battle,SG,200.2,32.0,37.5,11.04,3.07
2018,1628968,Brian Bowen,SG-SF,202.0,30.5,34.0,11.58,3.28
2018,1628970,Miles Bridges,SF,220.4,,,,
2018,1628971,Bruce Brown,SG-PG,194.6,32.5,38.0,11.11,3.2
2018,1628972,Troy Brown,SF,208.0,26.0,33.0,11.51,3.33
2018,1628973,Jalen Brunson,PG,198.4,29.0,37.0,10.59,3.15
2018,1628974,Tony Carr,PG,198.8,25.0,31.5,11.89,3.17
2018,1628975,Jevon Carter,PG,196.2,29.0,36.5,11.04,3.18
2018,1628976,Wendell Carter,C-PF,251.4,,,,
2018,1628978,Donte DiVincenzo,SG,200.6,34.5,42.0,10.72,3.11
2018,1628977,Hamidou Diallo,SG,197.0,32.5,40.5,10.53,3.1
2018,1628979,Trevon Duval,PG,191.0,34.0,41.5,10.93,3.18
2018,1629035,Carsen Edwards,PG,195.6,28.5,34.5,11.59,3.2
2018,1629037,Keenan Evans,PG,183.2,,,,
2018,1628980,Jacob Evans,SG-SF,199.6,28.0,35.5,11.11,3.2
2018,1628981,Bruno Fernando,C,233.2,29.0,35.0,12.19,3.23
2018,1628982,Melvin Frazier,SF-SG,198.2,31.0,40.5,11.24,3.08
2018,1628983,Shai Gilgeous-Alexander,PG,180.0,,,,
2018,1628984,Devonte Graham,PG,186.4,31.0,37.0,11.28,3.21
2018,1629036,Isaac Haas,C,303.0,,,,
2018,1628985,Devon Hall,SG,206.4,25.0,31.0,10.95,3.27
2018,1628986,Jaylen Hands,PG,179.0,31.5,39.5,12.11,3.13
2018,1628987,Kevin Hervey,PF,211.6,27.5,32.0,11.28,3.36
2018,1628988,Aaron Holiday,PG,187.0,25.5,33.0,10.96,3.27
2018,1628989,Kevin Huerter,SG,194.0,31.0,38.0,10.89,3.09
2018,1628991,Jaren Jackson,PF-C,236.0,,,,
2018,1628992,Justin Jackson,PF,229.4,,,,
2018,1628993,Alize Johnson,PF,216.6,25.0,31.0,11.83,3.38
2018,1628994,George King,SF-SG,218.6,31.0,39.0,10.75,3.29
2018,1628995,Kevin Knox,SF,212.6,,,,
2018,1628996,Sagaba Konate,C,246.0,31.5,35.0,12.28,3.28
2018,1628997,Caleb Martin,SF-SG,195.8,29.0,36.5,10.43,3.26
2018,1628998,Cody Martin,SG-SF,188.6,29.0,36.5,10.64,3.09
2018,1628999,Yante Maten,PF-C,246.2,27.0,31.5,11.35,3.17
2018,1629000,Brandon McCoy,C,250.4,27.5,32.0,11.77,3.23
2018,1629001,DeAnthony Melton,SG-PG,193.2,31.0,36.5,11.48,3.23
2018,1629002,Chimezie Metu,PF-C,219.6,29.5,36.0,11.89,3.33
2018,1629003,Shake Milton,SG-PG,207.2,30.0,33.0,11.07,3.25
2018,1629004,Sviatoslav Mykhailiuk,SG-SF,211.6,30.5,37.0,11.25,3.15
2018,1629005,Malik Newman,SG,189.2,27.5,33.5,10.9,3.13
2018,1629006,Josh Okogie,SG,210.8,33.0,42.0,11.08,3.04
2018,1629033,Theo Pinson,SG-SF,211.2,27.0,34.0,11.53,3.22
2018,1629007,Jontay Porter,C-PF,236.0,25.5,31.0,11.9,3.4
2018,1629008,Michael Porter,SF-PF,211.0,,,,
2018,1629009,Billy Preston,PF,222.4,25.0,33.0,11.26,3.2
2018,1629010,Jerome Robinson,SG,188.4,,,,
2018,1629012,Collin Sexton,PG,183.0,,,,
2018,1629013,Landry Shamet,PG,188.6,31.0,39.5,11.26,3.11
2018,1629014,Anfernee Simons,SG-PG,183.2,32.0,41.5,11.27,3.1
2018,1629015,Zhaire Smith,SF-SG,198.6,33.0,41.5,11.02,3.05
2018,1629034,Ray Spalding,PF,215.4,26.0,32.0,11.48,3.34
2018,1629016,Omari Spellman,PF-C,253.8,28.5,35.5,12.28,3.38
2018,1629017,Khyri Thomas,SG,198.8,30.0,35.0,10.96,3.18
2018,1629018,Gary Trent,SG,204.2,33.5,39.5,11.37,3.12
2018,1629019,Allonzo Trier,SG,198.0,32.0,40.0,11.02,3.14
2018,1629021,Moritz Wagner,C-PF,241.4,27.0,34.0,11.48,3.18
2018,1629022,Lonnie Walker,SG,196.2,31.5,40.0,10.87,3.06
2018,1629023,PJ Washington,PF,223.0,27.0,34.0,11.39,3.2
2018,1629024,Austin Wiley,C,249.4,28.0,33.5,12.79,3.3
2018,1629025,Kris Wilkes,SF,205.0,28.0,35.5,11.29,3.24
2018,1629026,Kenrich Williams,SF,200.4,28.0,33.0,10.86,3.19
2018,1629027,Trae Young,PG,177.8,,,,
2019,1629638,Nickeil Alexander-Walker,SG,203.8,,,,
2019,1629628,RJ Barrett,SF,,,,,
2019,1629646,Charles Bassey,C,239.0,29.0,33.0,12.65,3.53
2019,1629647,Darius Bazley,PF,208.4,30.5,37.0,11.09,3.27
2019,1629626,Bol Bol,C,208.0,,,,
2019,1629648,Jordan Bone,SG,179.0,36.0,42.5,9.97,3.08
2019,1628968,Brian Bowen II,SF,200.0,32.0,35.5,10.98,3.26
2019,1629065,Ky Bowman,PG,181.2,27.5,33.0,11.11,3.26
2019,1629649,Ignas Brazdeikis,SF,220.8,31.0,36.5,11.06,3.36
2019,1629052,O'Shae Brissett,SF-PF,203.2,34.0,37.5,11.3,3.48
2019,1629650,Moses Brown,C,237.2,27.0,31.0,11.95,3.51
2019,1629634,Brandon Clarke,SF,207.2,34.0,40.5,10.61,3.15
2019,1629651,Nicolas Claxton,C,216.6,31.5,36.5,11.26,3.36
2019,1629076,Tyler Cook,PF,245.4,27.5,32.0,11.32,3.28
2019,1629633,Jarrett Culver,SG,194.2,,,,
2019,1629056,Terence Davis,SG,192.4,29.5,34.0,10.69,3.28
2019,1629652,Luguentz Dort,PG,222.2,32.5,38.0,10.79,3.22
2019,1629653,Devon Dotson,PG,178.6,30.0,38.5,10.63,3.04
2019,1629654,Carsen Edwards,PG,199.4,28.5,34.0,10.53,3.22
2019,1629605,Tacko Fall,C,288.8,22.0,26.5,13.01,3.78
2019,1628981,Bruno Fernando,C,237.0,29.5,33.5,11.29,3.21
2019,1629655,Daniel Gafford,PF,237.6,32.5,36.5,11.61,3.25
2019,1629636,Darius Garland,PG,,,,,
2019,1629656,Quentin Grimes,SG,209.6,27.5,36.0,10.83,3.2
2019,1629657,Kyle Guy,SG,167.8,30.5,36.5,10.48,3.27
2019,1628986,Jaylen Hands,PG,180.4,33.0,41.5,10.73,3.12
2019,1629607,Jared Harper,PG,169.2,33.5,40.5,10.77,3.04
2019,1629637,Jaxson Hayes,PF,218.6,27.0,34.5,11.74,3.37
2019,1629608,Dewan Hernandez,C,232.8,30.5,35.5,11.46,3.28
2019,1629639,Tyler Herro,SG,192.4,,,,
2019,1629658,Jalen Hoard,PF,212.6,27.5,35.5,11.44,3.34
2019,1629659,Talen Horton-Tucker,SG,235.4,26.0,34.5,11.34,3.34
2019,1629631,De'Andre Hunter,,,,,,
2019,1629610,DaQuan Jeffries,SF-PF,215.6,,,,
2019,1629660,Ty Jerome,PG,194.4,26.0,31.5,11.21,3.4
2019,1629640,Keldon Johnson,SG,216.4,,,,
2019,1629661,Cameron Johnson,SG,205.2,30.5,36.5,10.52,3.26
2019,1629662,Mfiondu Kabengele,PF,256.2,28.0,35.5,11.21,3.25
2019,1629663,Louis King,SF,195.2,29.0,33.0,10.99,3.28
2019,1629641,Romeo Langford,SG,,,,,
2019,1629664,Dedric Lawson,PF,233.0,23.5,26.0,11.8,3.6
2019,1629665,Jalen Lecque,PG,185.2,35.0,43.0,11.09,3.29
2019,1629642,Nassir Little,SF,224.2,31.0,38.5,12.15,3.24
2019,1629611,Terance Mann,SG-SF,204.6,32.5,38.5,11.51,3.3
2019,1628998,Cody Martin,PG-SG,192.2,28.0,35.5,10.44,3.32
2019,1629666,Charles Matthews,SG,194.8,29.5,37.5,11.26,3.38
2019,1629667,Jalen McDaniels,SF,191.6,29.5,33.5,11.54,3.32
2019,1629630,Ja Morant,PG,,,,,
2019,1629668,Zach Norvell Jr.,SG,206.4,24.0,30.0,11.6,3.43
2019,1629669,Jaylen Nowell,SG,202.4,32.0,38.5,10.76,3.23
2019,1629670,Jordan Nwora,PF,220.0,,,,
2019,1629643,Chuma Okeke,,,,,,
2019,1629644,KZ Okpala,SF,209.6,30.5,37.0,10.88,3.38
2019,1629671,Miye Oni,SG,205.6,30.5,38.5,11.71,3.17
2019,1629672,Eric Paschall,SF,254.4,33.0,38.0,11.63,3.3
2019,1629617,Reggie Perry,SF-PF,250.8,28.5,31.5,12.46,3.3
2019,1629044,Shamorie Ponds,PG,180.0,29.0,37.0,11.01,3.2
2019,1629673,Jordan Poole,SG,190.8,28.0,35.5,10.59,3.27
2019,1629007,Jontay Porter,PF,210.4,,,,
2019,1629645,Kevin Porter Jr.,SG,212.6,27.0,34.0,10.82,3.14
2019,1629674,Neemias Queta,C,225.8,24.0,32.5,12.04,3.73
2019,1629629,Cameron Reddish,SF,207.8,,,,
2019,1629675,Naz Reid,PF,255.8,26.0,32.5,12.03,3.42
2019,1629676,Isaiah Roby,PF,214.0,32.5,35.5,10.63,3.25
2019,1629677,Luka Samanic,PF,227.2,27.0,38.0,11.01,3.27
2019,1629678,Admiral Schofield,SF,240.6,30.0,34.0,10.77,3.37
2019,1629621,Marial Shayok,SF-PF,196.8,29.5,36.5,11.16,3.37
2019,1629679,Simisola Shittu,PF,227.2,27.0,35.5,11.85,3.3
2019,1629681,Killian Tillie,,,,,,
2019,1629023,P.J. Washington,PF,230.4,,,,
2019,1629682,Tremont Waters,PG,172.4,30.5,40.5,10.76,3.07
2019,1629683,Quinndary Weatherspoon,SG,206.6,31.0,38.0,11.57,3.16
2019,1629632,Coby White,PG,191.4,,,,
2019,1629025,Kris Wilkes,SF,208.8,27.5,35.0,10.39,3.34
2019,1629684,Grant Williams,PF,240.2,26.0,31.5,10.83,3.33
2019,1629627,Zion Williamson,PF,,,,,
2019,1629685,Dylan Windler,SF,195.8,29.0,37.5,10.7,3.3
2020,1630173,Precious Achiuwa,PF,234.0,,,,
2020,1630234,Ty-Shon Alexander,SG,200.8,28.0,33.0,11.33,3.26
2020,1628962,Udoka Azubuike,C,259.5,37.0,41.0,11.82,3.23
2020,1630189,Tyler Bey,PF,212.8,37.0,43.5,11.35,3.17
2020,1630213,Yoeli Childs,PF,226.4,34.0,38.5,10.87,3.22
2020,1629603,Mamadi Diakite,PF,222.1,28.0,37.0,11.95,3.16
2020,1629653,Devon Dotson,PG,185.2,31.5,40.5,10.44,3.02
2020,1630220,Paul Eboua,SF-PF,222.2,33.0,35.5,10.79,3.19
2020,1629604,CJ Elleby,SG-SF,198.6,30.5,36.5,11.25,3.25
2020,1630235,Trent Forrest,PG,203.0,28.0,34.5,11.04,3.18
2020,1630182,Josh Green,SG-SF,214.0,30.5,39.5,10.64,3.12
2020,1630204,Ashton Hagans,PG,193.0,29.5,36.5,10.82,3.13
2020,1630221,Joshua Hall,SF,196.6,31.5,37.5,12.16,3.38
2020,1630223,Jalen Harris,SG,193.4,37.5,42.5,10.59,3.11
2020,1630210,Markus Howard,PG,170.8,30.5,35.5,11.21,3.11
2020,1630190,Elijah Hughes,SF-SG,229.0,,,,
2020,1630198,Isaiah Joe,SG,170.4,,,,
2020,1630222,Mason Jones,SG,207.2,24.0,31.0,10.6,3.33
2020,1630233,Nathan Knight,PF-C,235.0,23.0,31.5,11.56,3.31
2020,1630177,Theo Maledon,PG,187.4,,,,
2020,1630211,Karim Mane,PG-SG,196.0,31.0,36.0,11.52,3.04
2020,1630230,Naji Marshall,SF,233.5,28.5,35.0,11.77,3.37
2020,1630231,Kenyon Martin Jr.,SF-PF,213.2,31.5,38.5,11.93,3.16
2020,1630219,Skylar Mays,SG,204.0,29.0,37.5,10.65,3.3
2020,1630192,Zeke Nnaji,PF-C,246.8,33.0,38.0,10.94,3.2
2020,1629670,Jordan Nwora,SF-PF,223.0,29.0,35.0,11.29,3.43
2020,1629617,Reggie Perry,PF-C,249.6,30.0,33.5,11.26,3.25
2020,1629619,Myles Powell,PG-SG,194.0,,,,
2020,1630193,Immanuel Quickley,SG,185.8,29.5,35.5,11.21,3.17
2020,1630186,Jahmi'us Ramsey,SG,193.4,,,,
2020,1630194,Paul Reed Jr.,PF,219.2,26.5,37.5,12.29,3.45
2020,1630208,Nick Richards,C,241.6,30.0,34.0,11.42,3.25
2020,1630203,Grant Riller,PG-SG,178.4,32.5,39.5,11.17,3.07
2020,1630206,Jayden Scrubb,SG-SF,185.2,,,,
2020,1630188,Jalen Smith,PF-C,224.6,,,,
2020,1630199,Cassius Stanley,SG,201.6,34.5,44.0,11.4,3.09
2020,1630205,Lamar Stevens,SF-PF,228.0,35.0,41.0,10.35,3.2
2020,1630191,Isaiah Stewart,C,243.0,,,,
2020,1630179,Tyrell Terry,PG,170.0,30.0,34.0,10.78,3.28
2020,1629681,Killian Tillie,PF,221.6,27.5,32.0,11.6,3.4
2020,1630214,Xavier Tillman Sr.,PF-C,266.5,26.0,32.5,11.8,3.49
2020,1629700,Kaleb Wesson,C,252.6,21.5,27.0,11.73,3.6
2020,1630232,Kahlil Whitney,SF,205.0,29.0,39.0,11.17,3.28
2020,1630216,Cassius Winston,PG,196.0,24.0,28.0,11.15,3.61
2020,1630218,Robert Woodard II,SF,230.2,32.0,38.0,11.1,3.18
2022,1630534,Ochai Agbaji,SG,216.8,32.0,39.0,10.77,3.13
2022,1631116,Patrick Baldwin Jr.,SF,230.8,23.5,26.5,12.25,3.45
2022,1631094,Paolo Banchero,PF,,,,,
2022,1631230,Dominick Barlow,PF,221.0,28.5,34.0,11.29,3.33
2022,1630699,MarJon Beauchamp,SG,196.6,,,,
2022,1630656,Hugo Besson,SG,180.4,24.5,31.5,11.36,3.4
2022,1631103,Malaki Branham,SG,194.8,29.0,35.0,11.38,3.17
2022,1631128,Christian Braun,SG,209.2,33.5,40.0,11.0,3.16
2022,1631112,Kendall Brown,SF,201.2,31.5,41.0,11.57,3.29
2022,1631219,John Butler Jr.,PF,174.4,26.5,28.5,11.16,3.33
2022,1630577,Julian Champagnie,SF,212.4,28.5,34.5,11.39,3.14
2022,1631113,Kennedy Chandler,PG,172.2,31.0,41.5,10.73,
2022,1631108,Max Christie,SG,189.2,32.0,37.5,10.82,3.07
2022,1630594,Kofi Cockburn,C,293.0,29.5,32.5,12.11,3.33
2022,1630700,Dyson Daniels,SG,195.2,29.0,34.0,10.81,3.22
2022,1631098,Johnny Davis,PG,196.4,,,,
2022,1631120,JD Davison,PG,191.8,30.0,37.0,11.38,3.26
2022,1630620,Darius Days,SF-PF,,,,,
2022,1631217,Moussa Diabate,C,216.6,29.0,36.5,11.16,3.26
2022,1631172,Ousmane Dieng,SF,,,,,
2022,1631215,Khalifa Diop,C,,,,,
2022,1631105,Jalen Duren,C,,,,,
2022,1631106,Tari Eason,PF,217.4,,,,
2022,1631165,Keon Ellis,SG,167.4,28.0,35.5,10.87,3.18
2022,1630701,Michael Foster Jr.,C,236.6,28.0,32.5,11.49,3.22
2022,1631221,Collin Gillespie,PG,195.8,26.5,33.0,10.95,3.21
2022,1631100,AJ Griffin,SF,,,,,
2022,1630702,Jaden Hardy,SG,,,,,
2022,1631199,Ron Harper Jr.,SF,240.4,26.0,30.5,11.41,3.4
2022,1631096,Chet Holmgren,PF,,,,,
2022,1631127,Harrison Ingram,SF,232.8,29.5,35.0,11.83,3.31
2022,1631093,Jaden Ivey,PG,,,,,
2022,1631218,Trayce Jackson-Davis,C,,,,,
2022,1631107,Nikola Jovic,SF,222.6,,,,
2022,1630548,Johnny Juzang,SG,208.6,27.5,32.5,11.03,3.29
2022,1631130,Ismael Kamagate,PF,,,,,
2022,1631211,Trevor Keels,SG,223.8,24.5,31.0,11.33,3.27
2022,1631117,Walker Kessler,C,256.0,,,,
2022,1631132,Christian Koloko,C,221.0,28.0,33.5,11.3,3.27
2022,1631222,Jake LaRavia,PF,227.2,27.5,34.0,10.58,3.37
2022,1631171,Justin Lewis,PF,235.4,32.5,35.0,11.49,3.23
2022,1630604,E.J. Liddell,PF,243.0,35.5,38.0,11.11,3.26
2022,1631254,Kenneth Lofton Jr.,PF-C,,,,,
2022,1631213,Tyrese Martin,SG-SF,,,,,
2022,1631097,Bennedict Mathurin,SG,204.6,,,,
2022,1630571,Matthew Mayer,SF,216.4,25.5,31.5,10.74,3.39
2022,1631121,Bryce McGowens,SG,181.2,29.5,34.0,11.12,3.27
2022,1631159,Leonard Miller,SF,211.0,30.0,36.5,11.11,3.36
2022,1631125,Josh Minnott,PF,,,,,
2022,1631198,Aminu Mohammed,SG-SF,212.8,29.5,36.0,11.54,3.33
2022,1631129,Iverson Molinar,PG,183.2,31.0,38.0,11.23,3.19
2022,1631168,Jean Montero,PG,171.8,29.5,37.0,11.19,3.17
2022,1631111,Wendell Moore,SG,217.2,32.5,38.5,10.94,3.3
2022,1631099,Keegan Murray,PF,,,,,
2022,1629614,Andrew Nembhard,PG,195.6,26.5,35.0,10.46,3.26
2022,1630590,Scotty Pippen Jr.,PG,180.0,30.5,37.5,11.07,3.21
2022,1630629,Gabriele Procida,SG-SF,192.8,29.5,35.0,11.02,3.07
2022,1631197,Jared Rhoden,SG-SF,,,,,
2022,1631115,Orlando Robinson,C,244.4,23.0,27.5,11.4,3.55
2022,1631223,David Roddy,PF,260.8,27.0,35.5,10.75,3.22
2022,1631157,Ryan Rollins,SG,179.2,30.5,36.5,11.26,3.07
2022,1631204,Marcus Sasser,PG,,,,,
2022,1631220,Dereon Seabron,SG,182.4,30.5,38.0,11.03,3.12
2022,1631101,Shaedon Sharpe,SG,198.0,,,,
2022,1631173,Terquavion Smith,SG,165.2,30.5,38.5,10.63,3.14
2022,1631095,Jabari Smith,PF,,,,,
2022,1631110,Jeremy Sochan,PF,,,,,
2022,1631164,Matteo Spagnolo,PG,196.2,25.5,31.5,11.42,3.4
2022,1631124,Julian Strawther,SF,207.6,28.5,35.0,10.3,3.26
2022,1631207,Dalen Terry,SG,195.2,,,,
2022,1631166,Drew Timme,C,231.6,25.5,31.5,11.71,3.38
2022,1631133,Jabari Walker,PF,213.8,29.5,32.5,11.53,3.24
2022,1631102,TyTy Washington Jr.,SG,196.4,,,,
2022,1631212,Peyton Watson,SF,203.4,28.0,33.5,11.03,3.28
2022,1631104,Blake Wesley,SG,187.2,30.0,36.0,11.55,3.21
2022,1631214,Alondes Williams,SG,209.0,30.0,35.5,10.96,3.15
2022,1631114,Jalen Williams,SG,209.2,33.5,39.0,11.13,3.11
2022,1631119,Jaylin Williams,C,236.6,24.5,30.0,11.64,3.5
2022,1630652,Trevion Williams,C,264.6,27.5,30.0,12.75,3.48
2022,1631258,Bryson Williams,PF-C,,,,,
2022,1631109,Mark Williams,C,242.4,,,,
2022,1630592,Jalen Wilson,SF-PF,,,,,
2022,1630855,Fanbo Zeng,SF-PF,,,,,
2023,1641725,Trey Alexander,SG,184.6,29.5,34.0,11.6,3.35
2023,1641735,Amari Bailey,SG,190.8,28.5,35.0,11.34,3.19
2023,1641734,Emoni Bates,SF,179.2,27.0,32.5,11.54,3.49
2023,1641736,Reece Beekman,PG,190.6,30.5,38.0,10.99,3.14
2023,1641710,Anthony Black,PG,210.0,32.0,39.0,11.04,3.35
2023,1641737,Adem Bona,C,243.4,,,,
2023,1641738,Kobe Brown,PF,252.2,28.5,32.0,11.39,3.33
2023,1641723,Kobe Bufkin,SG,186.8,29.0,36.0,11.71,3.26
2023,1641739,Toumani Camara,PF,220.4,28.5,33.0,10.7,3.41
2023,1631321,Sidy Cissoko,SF,223.8,30.5,35.5,11.24,3.31
2023,1641740,Jaylen Clark,SG,204.2,,,,
